game_index,player_a,player_b,score_a,elo_a,elo_b,plies
1,UCT,MCVS,1.000,0.0,0.0,219
2,MCVS,UCT,0.000,0.0,0.0,192
3,UCT,MCVS,0.000,0.0,0.0,172
4,MCVS,UCT,0.000,0.0,0.0,176
5,UCT,MCVS,0.000,0.0,0.0,182
6,MCVS,UCT,0.000,0.0,0.0,282
7,UCT,MCVS,1.000,0.0,0.0,197
8,MCVS,UCT,0.000,0.0,0.0,179
9,UCT,MCVS,0.000,0.0,0.0,180
10,MCVS,UCT,0.000,0.0,0.0,268
11,UCT,MCVS,1.000,0.0,0.0,192
12,MCVS,UCT,0.000,0.0,0.0,186
13,UCT,MCVS,0.500,0.0,0.0,500
14,MCVS,UCT,1.000,0.0,0.0,163
15,UCT,MCVS,0.000,0.0,0.0,182
16,MCVS,UCT,0.000,0.0,0.0,264
17,UCT,MCVS,1.000,0.0,0.0,321
18,MCVS,UCT,0.000,0.0,0.0,286
19,UCT,MCVS,1.000,0.0,0.0,303
20,MCVS,UCT,0.000,0.0,0.0,308
21,UCT,MCVS,1.000,0.0,0.0,194
22,MCVS,UCT,0.000,0.0,0.0,275
23,UCT,MCVS,1.000,0.0,0.0,291
24,MCVS,UCT,0.000,0.0,0.0,198
25,UCT,MCVS,1.000,0.0,0.0,179
26,MCVS,UCT,0.000,0.0,0.0,271
27,UCT,MCVS,1.000,0.0,0.0,200
28,MCVS,UCT,0.000,0.0,0.0,188
29,UCT,MCVS,1.000,0.0,0.0,161
30,MCVS,UCT,0.000,0.0,0.0,310
31,UCT,MCVS,1.000,0.0,0.0,235
32,MCVS,UCT,0.000,0.0,0.0,198
33,UCT,MCVS,1.000,0.0,0.0,293
34,MCVS,UCT,0.000,0.0,0.0,191
35,UCT,MCVS,1.000,0.0,0.0,278
36,MCVS,UCT,0.000,0.0,0.0,188
37,UCT,MCVS,1.000,0.0,0.0,177
38,MCVS,UCT,0.000,0.0,0.0,182
39,UCT,MCVS,1.000,0.0,0.0,195
40,MCVS,UCT,0.000,0.0,0.0,250
41,UCT,MCVS,0.000,0.0,0.0,170
42,MCVS,UCT,1.000,0.0,0.0,151
43,UCT,MCVS,1.000,0.0,0.0,174
44,MCVS,UCT,0.000,0.0,0.0,176
45,UCT,MCVS,1.000,0.0,0.0,313
46,MCVS,UCT,0.000,0.0,0.0,198
47,UCT,MCVS,1.000,0.0,0.0,218
48,MCVS,UCT,0.000,0.0,0.0,280
49,UCT,MCVS,1.000,0.0,0.0,181
50,MCVS,UCT,0.500,0.0,0.0,187
51,MAST,MCVS,0.000,0.0,0.0,128
52,MCVS,MAST,1.000,0.0,0.0,190
53,MAST,MCVS,0.000,0.0,0.0,198
54,MCVS,MAST,0.000,0.0,0.0,287
55,MAST,MCVS,1.000,0.0,0.0,290
56,MCVS,MAST,1.000,0.0,0.0,228
57,MAST,MCVS,1.000,0.0,0.0,312
58,MCVS,MAST,1.000,0.0,0.0,204
59,MAST,MCVS,1.000,0.0,0.0,203
60,MCVS,MAST,0.000,0.0,0.0,268
61,MAST,MCVS,0.500,0.0,0.0,500
62,MCVS,MAST,1.000,0.0,0.0,319
63,MAST,MCVS,1.000,0.0,0.0,255
64,MCVS,MAST,1.000,0.0,0.0,177
65,MAST,MCVS,0.000,0.0,0.0,458
66,MCVS,MAST,1.000,0.0,0.0,180
67,MAST,MCVS,0.000,0.0,0.0,205
68,MCVS,MAST,0.000,0.0,0.0,332
69,MAST,MCVS,0.000,0.0,0.0,206
70,MCVS,MAST,1.000,0.0,0.0,189
71,MAST,MCVS,1.000,0.0,0.0,202
72,MCVS,MAST,1.000,0.0,0.0,199
73,MAST,MCVS,0.000,0.0,0.0,184
74,MCVS,MAST,0.000,0.0,0.0,214
75,MAST,MCVS,0.000,0.0,0.0,215
76,MCVS,MAST,0.000,0.0,0.0,324
77,MAST,MCVS,0.000,0.0,0.0,162
78,MCVS,MAST,1.000,0.0,0.0,211
79,MAST,MCVS,1.000,0.0,0.0,206
80,MCVS,MAST,0.000,0.0,0.0,351
81,MAST,MCVS,1.000,0.0,0.0,186
82,MCVS,MAST,1.000,0.0,0.0,208
83,MAST,MCVS,1.000,0.0,0.0,282
84,MCVS,MAST,0.500,0.0,0.0,181
85,MAST,MCVS,1.000,0.0,0.0,326
86,MCVS,MAST,0.500,0.0,0.0,161
87,MAST,MCVS,1.000,0.0,0.0,374
88,MCVS,MAST,0.000,0.0,0.0,474
89,MAST,MCVS,1.000,0.0,0.0,330
90,MCVS,MAST,1.000,0.0,0.0,211
91,MAST,MCVS,1.000,0.0,0.0,321
92,MCVS,MAST,1.000,0.0,0.0,172
93,MAST,MCVS,1.000,0.0,0.0,187
94,MCVS,MAST,1.000,0.0,0.0,159
95,MAST,MCVS,0.000,0.0,0.0,215
96,MCVS,MAST,0.000,0.0,0.0,182
97,MAST,MCVS,1.000,0.0,0.0,331
98,MCVS,MAST,0.000,0.0,0.0,312
99,MAST,MCVS,1.000,0.0,0.0,303
100,MCVS,MAST,1.000,0.0,0.0,211
101,RAVE,MCVS,0.500,0.0,0.0,500
102,MCVS,RAVE,0.500,0.0,0.0,500
103,RAVE,MCVS,0.500,0.0,0.0,500
104,MCVS,RAVE,0.500,0.0,0.0,500
105,RAVE,MCVS,0.500,0.0,0.0,500
106,MCVS,RAVE,1.000,0.0,0.0,401
107,RAVE,MCVS,0.500,0.0,0.0,500
108,MCVS,RAVE,0.500,0.0,0.0,500
109,RAVE,MCVS,0.500,0.0,0.0,500
110,MCVS,RAVE,0.500,0.0,0.0,500
111,RAVE,MCVS,0.000,0.0,0.0,459
112,MCVS,RAVE,0.500,0.0,0.0,500
113,RAVE,MCVS,0.500,0.0,0.0,500
114,MCVS,RAVE,0.500,0.0,0.0,500
115,RAVE,MCVS,0.500,0.0,0.0,500
116,MCVS,RAVE,1.000,0.0,0.0,320
117,RAVE,MCVS,0.500,0.0,0.0,500
118,MCVS,RAVE,0.500,0.0,0.0,500
119,RAVE,MCVS,0.500,0.0,0.0,500
120,MCVS,RAVE,0.500,0.0,0.0,500
121,RAVE,MCVS,0.500,0.0,0.0,500
122,MCVS,RAVE,1.000,0.0,0.0,327
123,RAVE,MCVS,0.500,0.0,0.0,500
