game_index,player_a,player_b,score_a,elo_a,elo_b,plies
1,UCT,MCVS,0.000,0.0,0.0,10
2,MCVS,UCT,1.000,0.0,0.0,9
3,UCT,MCVS,0.000,0.0,0.0,10
4,MCVS,UCT,1.000,0.0,0.0,9
5,UCT,MCVS,0.000,0.0,0.0,14
6,MCVS,UCT,1.000,0.0,0.0,11
7,UCT,MCVS,1.000,0.0,0.0,17
8,MCVS,UCT,1.000,0.0,0.0,11
9,UCT,MCVS,0.000,0.0,0.0,10
10,MCVS,UCT,1.000,0.0,0.0,9
11,UCT,MCVS,1.000,0.0,0.0,11
12,MCVS,UCT,1.000,0.0,0.0,9
13,UCT,MCVS,0.000,0.0,0.0,10
14,MCVS,UCT,1.000,0.0,0.0,9
15,UCT,MCVS,0.000,0.0,0.0,14
16,MCVS,UCT,1.000,0.0,0.0,9
17,UCT,MCVS,0.000,0.0,0.0,10
18,MCVS,UCT,1.000,0.0,0.0,9
19,UCT,MCVS,1.000,0.0,0.0,9
20,MCVS,UCT,1.000,0.0,0.0,9
21,UCT,MCVS,0.000,0.0,0.0,10
22,MCVS,UCT,1.000,0.0,0.0,9
23,UCT,MCVS,0.000,0.0,0.0,10
24,MCVS,UCT,1.000,0.0,0.0,9
25,UCT,MCVS,1.000,0.0,0.0,13
26,MCVS,UCT,1.000,0.0,0.0,9
27,UCT,MCVS,0.000,0.0,0.0,10
28,MCVS,UCT,1.000,0.0,0.0,9
29,UCT,MCVS,0.000,0.0,0.0,16
30,MCVS,UCT,1.000,0.0,0.0,9
31,UCT,MCVS,1.000,0.0,0.0,13
32,MCVS,UCT,1.000,0.0,0.0,9
33,UCT,MCVS,0.000,0.0,0.0,10
34,MCVS,UCT,1.000,0.0,0.0,9
35,UCT,MCVS,0.000,0.0,0.0,10
36,MCVS,UCT,1.000,0.0,0.0,9
37,UCT,MCVS,0.000,0.0,0.0,10
38,MCVS,UCT,1.000,0.0,0.0,11
39,UCT,MCVS,1.000,0.0,0.0,13
40,MCVS,UCT,1.000,0.0,0.0,9
41,UCT,MCVS,0.000,0.0,0.0,10
42,MCVS,UCT,1.000,0.0,0.0,9
43,UCT,MCVS,1.000,0.0,0.0,13
44,MCVS,UCT,1.000,0.0,0.0,9
45,UCT,MCVS,1.000,0.0,0.0,9
46,MCVS,UCT,1.000,0.0,0.0,9
47,UCT,MCVS,0.000,0.0,0.0,12
48,MCVS,UCT,1.000,0.0,0.0,9
49,UCT,MCVS,0.000,0.0,0.0,10
50,MCVS,UCT,1.000,0.0,0.0,9
51,MAST,MCVS,1.000,0.0,0.0,11
52,MCVS,MAST,1.000,0.0,0.0,13
53,MAST,MCVS,1.000,0.0,0.0,11
54,MCVS,MAST,1.000,0.0,0.0,9
55,MAST,MCVS,0.000,0.0,0.0,10
56,MCVS,MAST,1.000,0.0,0.0,11
57,MAST,MCVS,0.000,0.0,0.0,10
58,MCVS,MAST,1.000,0.0,0.0,9
59,MAST,MCVS,0.000,0.0,0.0,12
60,MCVS,MAST,1.000,0.0,0.0,9
61,MAST,MCVS,0.000,0.0,0.0,12
62,MCVS,MAST,1.000,0.0,0.0,9
63,MAST,MCVS,0.000,0.0,0.0,10
64,MCVS,MAST,0.000,0.0,0.0,10
65,MAST,MCVS,1.000,0.0,0.0,13
66,MCVS,MAST,1.000,0.0,0.0,9
67,MAST,MCVS,0.000,0.0,0.0,10
68,MCVS,MAST,1.000,0.0,0.0,9
69,MAST,MCVS,1.000,0.0,0.0,9
70,MCVS,MAST,1.000,0.0,0.0,9
71,MAST,MCVS,0.000,0.0,0.0,10
72,MCVS,MAST,1.000,0.0,0.0,9
73,MAST,MCVS,1.000,0.0,0.0,11
74,MCVS,MAST,1.000,0.0,0.0,9
75,MAST,MCVS,0.000,0.0,0.0,12
