game_index,player_a,player_b,score_a,elo_a,elo_b,plies
1,UCT,MCVS,1.000,0.0,0.0,17
2,MCVS,UCT,1.000,0.0,0.0,23
3,UCT,MCVS,0.000,0.0,0.0,18
4,MCVS,UCT,1.000,0.0,0.0,17
5,UCT,MCVS,1.000,0.0,0.0,25
6,MCVS,UCT,1.000,0.0,0.0,17
7,UCT,MCVS,0.000,0.0,0.0,20
8,MCVS,UCT,1.000,0.0,0.0,19
9,UCT,MCVS,0.000,0.0,0.0,18
10,MCVS,UCT,0.000,0.0,0.0,14
11,UCT,MCVS,0.000,0.0,0.0,19
12,MCVS,UCT,1.000,0.0,0.0,13
13,UCT,MCVS,0.000,0.0,0.0,18
14,MCVS,UCT,1.000,0.0,0.0,15
15,UCT,MCVS,1.000,0.0,0.0,18
16,MCVS,UCT,1.000,0.0,0.0,21
17,UCT,MCVS,0.000,0.0,0.0,18
18,MCVS,UCT,1.000,0.0,0.0,13
19,UCT,MCVS,1.000,0.0,0.0,13
20,MCVS,UCT,1.000,0.0,0.0,19
21,UCT,MCVS,0.000,0.0,0.0,16
22,MCVS,UCT,1.000,0.0,0.0,21
23,UCT,MCVS,0.000,0.0,0.0,14
24,MCVS,UCT,1.000,0.0,0.0,13
25,UCT,MCVS,1.000,0.0,0.0,17
26,MCVS,UCT,1.000,0.0,0.0,19
27,UCT,MCVS,1.000,0.0,0.0,19
28,MCVS,UCT,1.000,0.0,0.0,17
29,UCT,MCVS,1.000,0.0,0.0,23
30,MCVS,UCT,0.000,0.0,0.0,20
31,UCT,MCVS,1.000,0.0,0.0,25
32,MCVS,UCT,1.000,0.0,0.0,23
33,UCT,MCVS,0.000,0.0,0.0,21
34,MCVS,UCT,1.000,0.0,0.0,15
35,UCT,MCVS,0.000,0.0,0.0,20
36,MCVS,UCT,1.000,0.0,0.0,13
37,UCT,MCVS,0.000,0.0,0.0,28
38,MCVS,UCT,1.000,0.0,0.0,13
39,UCT,MCVS,1.000,0.0,0.0,25
40,MCVS,UCT,0.000,0.0,0.0,16
41,UCT,MCVS,1.000,0.0,0.0,17
42,MCVS,UCT,0.000,0.0,0.0,16
43,UCT,MCVS,1.000,0.0,0.0,27
44,MCVS,UCT,1.000,0.0,0.0,19
45,UCT,MCVS,0.000,0.0,0.0,20
46,MCVS,UCT,0.000,0.0,0.0,20
47,UCT,MCVS,0.000,0.0,0.0,18
48,MCVS,UCT,1.000,0.0,0.0,19
49,UCT,MCVS,1.000,0.0,0.0,18
50,MCVS,UCT,1.000,0.0,0.0,23
51,MAST,MCVS,0.000,0.0,0.0,20
52,MCVS,MAST,1.000,0.0,0.0,13
53,MAST,MCVS,1.000,0.0,0.0,15
54,MCVS,MAST,1.000,0.0,0.0,21
55,MAST,MCVS,1.000,0.0,0.0,21
56,MCVS,MAST,1.000,0.0,0.0,19
57,MAST,MCVS,0.000,0.0,0.0,16
58,MCVS,MAST,0.000,0.0,0.0,16
59,MAST,MCVS,0.000,0.0,0.0,18
60,MCVS,MAST,0.000,0.0,0.0,26
61,MAST,MCVS,1.000,0.0,0.0,15
62,MCVS,MAST,1.000,0.0,0.0,17
